0;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;19000101;01/01/1900 00:00;inconnu;;;;;;;;;;;;;;;;;;;;;;;;
20111016;16/10/2011 00:00;dimanche, octobre 16 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111010;10/10/2011 00:00;Semaine 42, 2011;289;Jour 289;108;Jour 108;16;Jour 16;16;Jour 16;7;Jour 7;42;Semaine 42;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111017;17/10/2011 00:00;lundi, octobre 17 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111017;17/10/2011 00:00;Semaine 43, 2011;290;Jour 290;109;Jour 109;17;Jour 17;17;Jour 17;1;Jour 1;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111018;18/10/2011 00:00;mardi, octobre 18 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111017;17/10/2011 00:00;Semaine 43, 2011;291;Jour 291;110;Jour 110;18;Jour 18;18;Jour 18;2;Jour 2;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111019;19/10/2011 00:00;mercredi, octobre 19 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111017;17/10/2011 00:00;Semaine 43, 2011;292;Jour 292;111;Jour 111;19;Jour 19;19;Jour 19;3;Jour 3;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111020;20/10/2011 00:00;jeudi, octobre 20 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111017;17/10/2011 00:00;Semaine 43, 2011;293;Jour 293;112;Jour 112;20;Jour 20;20;Jour 20;4;Jour 4;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111021;21/10/2011 00:00;vendredi, octobre 21 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111017;17/10/2011 00:00;Semaine 43, 2011;294;Jour 294;113;Jour 113;21;Jour 21;21;Jour 21;5;Jour 5;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111022;22/10/2011 00:00;samedi, octobre 22 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111017;17/10/2011 00:00;Semaine 43, 2011;295;Jour 295;114;Jour 114;22;Jour 22;22;Jour 22;6;Jour 6;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111023;23/10/2011 00:00;dimanche, octobre 23 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111017;17/10/2011 00:00;Semaine 43, 2011;296;Jour 296;115;Jour 115;23;Jour 23;23;Jour 23;7;Jour 7;43;Semaine 43;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111024;24/10/2011 00:00;lundi, octobre 24 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111024;24/10/2011 00:00;Semaine 44, 2011;297;Jour 297;116;Jour 116;24;Jour 24;24;Jour 24;1;Jour 1;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111025;25/10/2011 00:00;mardi, octobre 25 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111024;24/10/2011 00:00;Semaine 44, 2011;298;Jour 298;117;Jour 117;25;Jour 25;25;Jour 25;2;Jour 2;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111026;26/10/2011 00:00;mercredi, octobre 26 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111024;24/10/2011 00:00;Semaine 44, 2011;299;Jour 299;118;Jour 118;26;Jour 26;26;Jour 26;3;Jour 3;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111027;27/10/2011 00:00;jeudi, octobre 27 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111024;24/10/2011 00:00;Semaine 44, 2011;300;Jour 300;119;Jour 119;27;Jour 27;27;Jour 27;4;Jour 4;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111028;28/10/2011 00:00;vendredi, octobre 28 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111024;24/10/2011 00:00;Semaine 44, 2011;301;Jour 301;120;Jour 120;28;Jour 28;28;Jour 28;5;Jour 5;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111029;29/10/2011 00:00;samedi, octobre 29 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111024;24/10/2011 00:00;Semaine 44, 2011;302;Jour 302;121;Jour 121;29;Jour 29;29;Jour 29;6;Jour 6;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111030;30/10/2011 00:00;dimanche, octobre 30 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111024;24/10/2011 00:00;Semaine 44, 2011;303;Jour 303;122;Jour 122;30;Jour 30;30;Jour 30;7;Jour 7;44;Semaine 44;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111031;31/10/2011 00:00;lundi, octobre 31 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111001;01/10/2011 00:00;octobre 2011;20111031;31/10/2011 00:00;Semaine 45, 2011;304;Jour 304;123;Jour 123;31;Jour 31;31;Jour 31;1;Jour 1;45;Semaine 45;10;Mois 10;4;Mois 4;1;Mois 1;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111101;01/11/2011 00:00;mardi, novembre 01 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111031;31/10/2011 00:00;Semaine 45, 2011;305;Jour 305;124;Jour 124;32;Jour 32;1;Jour 1;2;Jour 2;45;Semaine 45;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111102;02/11/2011 00:00;mercredi, novembre 02 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111031;31/10/2011 00:00;Semaine 45, 2011;306;Jour 306;125;Jour 125;33;Jour 33;2;Jour 2;3;Jour 3;45;Semaine 45;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111103;03/11/2011 00:00;jeudi, novembre 03 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111031;31/10/2011 00:00;Semaine 45, 2011;307;Jour 307;126;Jour 126;34;Jour 34;3;Jour 3;4;Jour 4;45;Semaine 45;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111104;04/11/2011 00:00;vendredi, novembre 04 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111031;31/10/2011 00:00;Semaine 45, 2011;308;Jour 308;127;Jour 127;35;Jour 35;4;Jour 4;5;Jour 5;45;Semaine 45;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111105;05/11/2011 00:00;samedi, novembre 05 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111031;31/10/2011 00:00;Semaine 45, 2011;309;Jour 309;128;Jour 128;36;Jour 36;5;Jour 5;6;Jour 6;45;Semaine 45;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111106;06/11/2011 00:00;dimanche, novembre 06 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111031;31/10/2011 00:00;Semaine 45, 2011;310;Jour 310;129;Jour 129;37;Jour 37;6;Jour 6;7;Jour 7;45;Semaine 45;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111107;07/11/2011 00:00;lundi, novembre 07 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111107;07/11/2011 00:00;Semaine 46, 2011;311;Jour 311;130;Jour 130;38;Jour 38;7;Jour 7;1;Jour 1;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111108;08/11/2011 00:00;mardi, novembre 08 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111107;07/11/2011 00:00;Semaine 46, 2011;312;Jour 312;131;Jour 131;39;Jour 39;8;Jour 8;2;Jour 2;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111109;09/11/2011 00:00;mercredi, novembre 09 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111107;07/11/2011 00:00;Semaine 46, 2011;313;Jour 313;132;Jour 132;40;Jour 40;9;Jour 9;3;Jour 3;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111110;10/11/2011 00:00;jeudi, novembre 10 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111107;07/11/2011 00:00;Semaine 46, 2011;314;Jour 314;133;Jour 133;41;Jour 41;10;Jour 10;4;Jour 4;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111111;11/11/2011 00:00;vendredi, novembre 11 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111107;07/11/2011 00:00;Semaine 46, 2011;315;Jour 315;134;Jour 134;42;Jour 42;11;Jour 11;5;Jour 5;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111112;12/11/2011 00:00;samedi, novembre 12 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111107;07/11/2011 00:00;Semaine 46, 2011;316;Jour 316;135;Jour 135;43;Jour 43;12;Jour 12;6;Jour 6;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111113;13/11/2011 00:00;dimanche, novembre 13 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111107;07/11/2011 00:00;Semaine 46, 2011;317;Jour 317;136;Jour 136;44;Jour 44;13;Jour 13;7;Jour 7;46;Semaine 46;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111114;14/11/2011 00:00;lundi, novembre 14 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111114;14/11/2011 00:00;Semaine 47, 2011;318;Jour 318;137;Jour 137;45;Jour 45;14;Jour 14;1;Jour 1;47;Semaine 47;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111115;15/11/2011 00:00;mardi, novembre 15 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111114;14/11/2011 00:00;Semaine 47, 2011;319;Jour 319;138;Jour 138;46;Jour 46;15;Jour 15;2;Jour 2;47;Semaine 47;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111116;16/11/2011 00:00;mercredi, novembre 16 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111114;14/11/2011 00:00;Semaine 47, 2011;320;Jour 320;139;Jour 139;47;Jour 47;16;Jour 16;3;Jour 3;47;Semaine 47;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111117;17/11/2011 00:00;jeudi, novembre 17 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111114;14/11/2011 00:00;Semaine 47, 2011;321;Jour 321;140;Jour 140;48;Jour 48;17;Jour 17;4;Jour 4;47;Semaine 47;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111118;18/11/2011 00:00;vendredi, novembre 18 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111114;14/11/2011 00:00;Semaine 47, 2011;322;Jour 322;141;Jour 141;49;Jour 49;18;Jour 18;5;Jour 5;47;Semaine 47;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111119;19/11/2011 00:00;samedi, novembre 19 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111114;14/11/2011 00:00;Semaine 47, 2011;323;Jour 323;142;Jour 142;50;Jour 50;19;Jour 19;6;Jour 6;47;Semaine 47;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111120;20/11/2011 00:00;dimanche, novembre 20 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111114;14/11/2011 00:00;Semaine 47, 2011;324;Jour 324;143;Jour 143;51;Jour 51;20;Jour 20;7;Jour 7;47;Semaine 47;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111121;21/11/2011 00:00;lundi, novembre 21 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111121;21/11/2011 00:00;Semaine 48, 2011;325;Jour 325;144;Jour 144;52;Jour 52;21;Jour 21;1;Jour 1;48;Semaine 48;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111122;22/11/2011 00:00;mardi, novembre 22 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111121;21/11/2011 00:00;Semaine 48, 2011;326;Jour 326;145;Jour 145;53;Jour 53;22;Jour 22;2;Jour 2;48;Semaine 48;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111123;23/11/2011 00:00;mercredi, novembre 23 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111121;21/11/2011 00:00;Semaine 48, 2011;327;Jour 327;146;Jour 146;54;Jour 54;23;Jour 23;3;Jour 3;48;Semaine 48;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111124;24/11/2011 00:00;jeudi, novembre 24 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111121;21/11/2011 00:00;Semaine 48, 2011;328;Jour 328;147;Jour 147;55;Jour 55;24;Jour 24;4;Jour 4;48;Semaine 48;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111125;25/11/2011 00:00;vendredi, novembre 25 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111121;21/11/2011 00:00;Semaine 48, 2011;329;Jour 329;148;Jour 148;56;Jour 56;25;Jour 25;5;Jour 5;48;Semaine 48;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111126;26/11/2011 00:00;samedi, novembre 26 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111121;21/11/2011 00:00;Semaine 48, 2011;330;Jour 330;149;Jour 149;57;Jour 57;26;Jour 26;6;Jour 6;48;Semaine 48;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111127;27/11/2011 00:00;dimanche, novembre 27 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111121;21/11/2011 00:00;Semaine 48, 2011;331;Jour 331;150;Jour 150;58;Jour 58;27;Jour 27;7;Jour 7;48;Semaine 48;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111128;28/11/2011 00:00;lundi, novembre 28 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111128;28/11/2011 00:00;Semaine 49, 2011;332;Jour 332;151;Jour 151;59;Jour 59;28;Jour 28;1;Jour 1;49;Semaine 49;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111129;29/11/2011 00:00;mardi, novembre 29 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111128;28/11/2011 00:00;Semaine 49, 2011;333;Jour 333;152;Jour 152;60;Jour 60;29;Jour 29;2;Jour 2;49;Semaine 49;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111130;30/11/2011 00:00;mercredi, novembre 30 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111101;01/11/2011 00:00;novembre 2011;20111128;28/11/2011 00:00;Semaine 49, 2011;334;Jour 334;153;Jour 153;61;Jour 61;30;Jour 30;3;Jour 3;49;Semaine 49;11;Mois 11;5;Mois 5;2;Mois 2;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111201;01/12/2011 00:00;jeudi, décembre 01 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111201;01/12/2011 00:00;décembre 2011;20111128;28/11/2011 00:00;Semaine 49, 2011;335;Jour 335;154;Jour 154;62;Jour 62;1;Jour 1;4;Jour 4;49;Semaine 49;12;Mois 12;6;Mois 6;3;Mois 3;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111202;02/12/2011 00:00;vendredi, décembre 02 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111201;01/12/2011 00:00;décembre 2011;20111128;28/11/2011 00:00;Semaine 49, 2011;336;Jour 336;155;Jour 155;63;Jour 63;2;Jour 2;5;Jour 5;49;Semaine 49;12;Mois 12;6;Mois 6;3;Mois 3;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111203;03/12/2011 00:00;samedi, décembre 03 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111201;01/12/2011 00:00;décembre 2011;20111128;28/11/2011 00:00;Semaine 49, 2011;337;Jour 337;156;Jour 156;64;Jour 64;3;Jour 3;6;Jour 6;49;Semaine 49;12;Mois 12;6;Mois 6;3;Mois 3;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111204;04/12/2011 00:00;dimanche, décembre 04 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111201;01/12/2011 00:00;décembre 2011;20111128;28/11/2011 00:00;Semaine 49, 2011;338;Jour 338;157;Jour 157;65;Jour 65;4;Jour 4;7;Jour 7;49;Semaine 49;12;Mois 12;6;Mois 6;3;Mois 3;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111205;05/12/2011 00:00;lundi, décembre 05 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111201;01/12/2011 00:00;décembre 2011;20111205;05/12/2011 00:00;Semaine 50, 2011;339;Jour 339;158;Jour 158;66;Jour 66;5;Jour 5;1;Jour 1;50;Semaine 50;12;Mois 12;6;Mois 6;3;Mois 3;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111206;06/12/2011 00:00;mardi, décembre 06 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111201;01/12/2011 00:00;décembre 2011;20111205;05/12/2011 00:00;Semaine 50, 2011;340;Jour 340;159;Jour 159;67;Jour 67;6;Jour 6;2;Jour 2;50;Semaine 50;12;Mois 12;6;Mois 6;3;Mois 3;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111207;07/12/2011 00:00;mercredi, décembre 07 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111201;01/12/2011 00:00;décembre 2011;20111205;05/12/2011 00:00;Semaine 50, 2011;341;Jour 341;160;Jour 160;68;Jour 68;7;Jour 7;3;Jour 3;50;Semaine 50;12;Mois 12;6;Mois 6;3;Mois 3;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
20111208;08/12/2011 00:00;jeudi, décembre 08 2011;20110101;01/01/2011 00:00;Calendrier 2011;20110701;01/07/2011 00:00;Semestre 2, 2011;20111001;01/10/2011 00:00;Trimestre 4, 2011;20111201;01/12/2011 00:00;décembre 2011;20111205;05/12/2011 00:00;Semaine 50, 2011;342;Jour 342;161;Jour 161;69;Jour 69;8;Jour 8;4;Jour 4;50;Semaine 50;12;Mois 12;6;Mois 6;3;Mois 3;4;Trimestre 4;2;Trimestre 2;2;Semestre 2
